,,,,,,,,市盈率,,,,发行数量(万股),,,,,,,,募集资金(亿元),,,发行费用(万元),,,,,,,,,,网下配售情况,,,,,,,,,,,网上发行情况,,,,,,,,,,,,,,,,,,,,,,
代码,名称,申购代码,招股日期,网上发行日期,上市日期,上市板,发行价格,发行市盈率,行业PE(披露值),"行业PE(近1月,静态)","行业PE(近1月,TTM)",总计,新股发行数量,老股转让数量,网下配售数量,网上发行数量,回拨比例(%),网下申购上限,网上发行申购上限(股),预计募资(上市公司),募资总额(上市公司),募资净额(上市公司),上市公司发行费用,上市公司发行费率(%),老股转让费用,转让费率(%),发行费用合计,发行费率(%),承销及保荐费,审计及验资费,法律费用,信息披露费,投资者数量(家),配售对象数量(个),询价申购数量(万股),询价认购倍数,有效报价配售对象家数,有效报价投资者家数,有效申购配售对象家数,有效申购数量(万股),有效申购资金(亿元),有效申购获配比例(%),认购倍数,有效申购户数,有效申购股数(万股),中签率(%),认购倍数,发行方式,承销方式,主承销商,审计机构,资产评估机构,律师事务所,发行公告日期,网下发行起始日期,网下发行截止日期,网上发行冻结资金(亿元),网下配售冻结资金(亿元),承销商认购余股(万股),面值,省份,证监会行业(2012版),证监会行业,Wind行业,证券类型,交易所
603538.SH,美诺华,732538,2017-03-16,2017-03-24,2017-04-07,主板,14.03,22.98,43.91,43.79,39.74,"3,000.00","3,000.00",0.00,300.00,"2,700.00",50.00,360.00,"12,000.00",4.21,4.21,3.81,"3,945.00",9.37,0.00,0.00,"3,945.00",9.37,"1,950.00","1,107.97",428.00,419.00,2626,4771,"1,715,460.00","5,718.20",4765,4765,"4,744","1,705,740.00","2,393.15",0.02,"5,685.80","15,261,795","10,321,697.60",0.0262,"3,822.85","网下询价,上网定价",余额包销,浙商证券股份有限公司,立信会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,上海市广发律师事务所,2017-03-23,2017-03-24,2017-03-24,"14,481.3417",,7.0323,1.00,浙江省,医药制造业,,医疗保健--制药、生物科技与生命科学--制药--西药,A股,上海
603906.SH,龙蟠科技,732906,2017-03-14,2017-03-23,2017-04-10,主板,9.52,22.99,48.36,48.28,47.23,"5,200.00","5,200.00",0.00,520.00,"4,680.00",50.00,800.00,"20,000.00",4.95,4.95,4.45,"4,982.53",10.06,0.00,0.00,"4,982.53",10.06,"3,475.00",719.23,248.30,430.00,2468,4250,"3,397,670.00","6,533.98",4246,4246,"4,200","3,357,670.00","3,196.50",0.02,"6,457.06","15,224,357","13,586,928.50",0.0344,"2,903.19","网下询价,上网定价",余额包销,国泰君安证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,国浩律师事务所,2017-03-22,2017-03-23,2017-03-23,"12,934.7559",,10.0255,1.00,江苏省,化学原料及化学制品制造业,,能源--能源Ⅱ--石油、天然气与供消费用燃料--石油与天然气的炼制和销售,A股,上海
603586.SH,金麒麟,732586,2017-03-13,2017-03-23,2017-04-06,主板,21.37,22.98,36.74,22.08,18.51,"5,250.00","5,250.00",0.00,525.00,"4,725.00",50.00,300.00,"21,000.00",11.22,11.22,10.40,"8,208.50",7.32,0.00,0.00,"8,208.50",7.32,"7,422.46",150.00,80.00,506.00,2219,4236,"1,270,480.00","2,419.96",4232,4232,"4,219","1,265,380.00","2,704.12",0.04,"2,410.25","15,197,416","13,916,603.10",0.0340,"2,945.31","网下询价,上网定价",余额包销,国金证券股份有限公司,立信会计师事务所(特殊普通合伙),开元资产评估有限公司,北京市君泽君律师事务所,2017-03-22,2017-03-23,2017-03-23,"29,739.7808",,11.2227,1.00,山东省,汽车制造业,,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,上海
002859.SZ,洁美科技,002859,2017-03-13,2017-03-22,2017-04-07,中小企业板,29.82,22.98,57.48,57.24,45.75,"2,557.00","2,328.00",229.00,461.80,"2,095.20",46.10,320.00,"10,000.00",6.94,6.94,6.36,"5,820.96",8.39,364.65,0.48,"6,185.61",8.11,"4,575.24",750.00,220.00,456.00,3832,5635,"1,799,340.00","3,896.36",5468,5468,"5,427","1,732,940.00","5,167.63",0.03,"3,752.58","16,129,284","10,423,496.70",0.0201,"4,974.94","网下询价,上网定价",余额包销,国信证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,北京国枫律师事务所,2017-03-21,2017-03-22,2017-03-22,"31,082.8672",,4.7094,1.00,浙江省,计算机、通信和其他电子设备制造业,,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳
300635.SZ,达安股份,300635,2017-03-13,2017-03-23,2017-03-31,创业板,12.39,19.51,59.16,59.02,63.86,"2,120.00","2,120.00",0.00,212.00,"1,908.00",50.00,400.00,"8,000.00",2.63,2.63,2.02,"6,019.92",22.92,0.00,0.00,"6,019.92",22.92,"4,600.00",500.00,458.00,400.00,2660,4296,"1,717,700.00","8,102.36",4290,4290,"4,275","1,709,300.00","2,117.82",0.01,"8,062.74","13,771,909","8,078,778.35",0.0236,"4,234.16","网下询价,上网定价",余额包销,国金证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),广东联信资产评估土地房地产估价有限公司,,2017-03-22,2017-03-23,2017-03-23,"10,009.6064",,3.5145,1.00,广东省,专业技术服务业,,工业--商业和专业服务--专业服务--调查和咨询服务,A股,深圳
603385.SH,惠达卫浴,732385,2017-03-13,2017-03-22,2017-04-05,主板,13.27,21.40,36.65,36.57,30.38,"7,104.00","7,104.00",0.00,710.40,"6,393.60",50.01,800.00,"28,000.00",9.43,9.43,8.25,"11,727.79",12.44,0.00,0.00,"11,727.79",12.44,"9,500.00",980.00,714.00,500.00,3231,5577,"4,453,630.00","6,269.19",5555,5555,"5,540","4,424,930.00","5,871.88",0.02,"6,228.79","15,099,449","15,785,623.10",0.0405,"2,468.97","网下询价,上网定价",余额包销,平安证券股份有限公司,天职国际会计师事务所(特殊普通合伙),沃克森(北京)国际资产评估有限公司,北京德恒律师事务所,2017-03-21,2017-03-22,2017-03-22,"20,947.5219",,13.0795,1.00,河北省,非金属矿物制品业,,工业--资本货物--建筑产品Ⅲ--建筑产品,A股,上海
002858.SZ,力盛赛车,002858,2017-03-13,2017-03-15,2017-03-24,中小企业板,10.67,22.98,45.61,,,"1,580.00","1,580.00",0.00,,"1,580.00",0.00,,"15,500.00",1.69,1.69,1.37,"3,122.00",18.52,0.00,0.00,"3,122.00",18.52,"2,000.00",460.00,230.00,354.00,,,,,,,,,,,,"16,056,548","13,458,330.20",0.0117,"8,517.93",上网定价,余额包销,申万宏源证券承销保荐有限责任公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,国浩律师事务所,2017-03-14,,,"14,360.0383",,2.3923,1.00,上海,体育,,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--休闲设施,A股,深圳
603041.SH,美思德,732041,2017-03-10,2017-03-20,2017-03-30,主板,12.92,20.01,48.10,47.99,46.90,"2,500.00","2,500.00",0.00,250.00,"2,250.00",50.00,500.00,"10,000.00",3.23,3.23,2.69,"5,352.65",16.57,0.00,0.00,"5,352.65",16.57,"4,000.00",262.75,578.00,490.00,3138,5411,"2,704,100.00","10,816.40",5402,5402,"5,378","2,687,900.00","3,472.77",0.01,"10,751.60","15,211,934","9,200,872.90",0.0245,"4,089.28","网下询价,上网定价",余额包销,广发证券股份有限公司,瑞华会计师事务所(特殊普通合伙),广东中广信资产评估有限公司,北京国枫律师事务所,2017-03-17,2017-03-20,2017-03-20,"11,887.5278",,4.4024,1.00,江苏省,化学原料及化学制品制造业,,材料--材料Ⅱ--化工--特种化工,A股,上海
603303.SH,得邦照明,732303,2017-03-10,2017-03-20,2017-03-30,主板,18.63,15.10,36.10,35.93,30.60,"6,000.00","6,000.00",0.00,600.00,"5,400.00",50.00,720.00,"24,000.00",11.18,11.18,10.42,"7,620.00",6.82,0.00,0.00,"7,620.00",6.82,"6,220.00",490.00,188.00,650.00,2470,4486,"3,224,980.00","5,374.97",4481,4481,"4,463","3,208,420.00","5,977.29",0.02,"5,347.37","15,175,816","14,793,349.00",0.0365,"2,739.51","网下询价,上网定价",余额包销,浙商证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,北京市康达律师事务所,2017-03-17,2017-03-20,2017-03-20,"27,560.0092",,10.9838,1.00,浙江省,电气机械及器材制造业,,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,A股,上海
300629.SZ,新劲刚,300629,2017-03-09,2017-03-13,2017-03-24,创业板,8.28,22.97,73.19,74.39,62.04,"1,666.67","1,666.67",0.00,,"1,666.67",0.00,,"16,500.00",1.38,1.38,1.12,"2,611.17",18.92,0.00,0.00,"2,611.17",18.92,"1,500.00",400.00,192.20,418.00,,,,,,,,,,,,"13,693,672","12,715,137.75",0.0131,"7,629.07",上网定价,余额包销,恒泰长财证券有限责任公司,广东正中珠江会计师事务所(特殊普通合伙),广东中联羊城资产评估有限公司,北京市嘉源律师事务所,2017-03-10,,,"10,528.1341",,2.3113,1.00,广东省,金属制品业,,工业--资本货物--机械--工业机械,A股,深圳
601228.SH,广州港,780228,2017-03-09,2017-03-17,2017-03-29,主板,2.29,22.98,30.86,30.88,28.44,"69,868.00","69,868.00",0.00,"6,986.80","62,881.20",60.00,"24,450.00","209,000.00",16.00,16.00,15.53,"4,714.33",2.95,0.00,0.00,"4,714.33",2.95,"3,800.00",75.00,235.00,415.00,2441,4250,"97,654,670.00","13,977.02",4241,4241,"4,219","96,982,280.00","22,208.94",0.01,"13,880.79","15,058,282","28,425,080.10",0.2212,452.04,"网下询价,上网定价",余额包销,中国国际金融股份有限公司,立信会计师事务所(特殊普通合伙),北京中天衡平国际资产评估有限公司,北京市金杜律师事务所,2017-03-16,2017-03-17,2017-03-17,"6,509.3433",,95.0629,1.00,广东省,水上运输业,,工业--运输--交通基础设施--海港与服务,A股,上海
300631.SZ,久吾高科,300631,2017-03-09,2017-03-13,2017-03-23,创业板,11.97,22.98,77.41,77.65,70.40,"1,610.00","1,610.00",0.00,,"1,610.00",0.00,,"16,000.00",1.93,1.93,1.54,"3,852.64",19.99,0.00,0.00,"3,852.64",19.99,"2,882.00",460.00,150.00,332.00,,,,,,,,,,,,"13,683,680","12,488,764.40",0.0129,"7,757.00",上网定价,余额包销,国泰君安证券股份有限公司,中汇会计师事务所(特殊普通合伙),,北京国枫律师事务所,2017-03-10,,,"14,949.0510",,1.3743,1.00,江苏省,专用设备制造业,,工业--资本货物--机械--工业机械,A股,深圳
002857.SZ,三晖电气,002857,2017-03-08,2017-03-10,2017-03-23,中小企业板,10.26,22.98,61.56,61.80,58.26,"2,000.00","2,000.00",0.00,,"2,000.00",0.00,,"20,000.00",2.05,2.05,1.76,"2,872.57",14.00,0.00,0.00,"2,872.57",14.00,"1,926.00",410.00,85.00,415.00,,,,,,,,,,,,"15,845,160","15,212,847.70",0.0131,"7,606.42",上网定价,余额包销,民生证券股份有限公司,立信会计师事务所(特殊普通合伙),中京民信(北京)资产评估有限公司,北京市君合律师事务所,2017-03-09,,,"15,608.3817",,2.8094,1.00,河南省,仪器仪表制造业,,工业--资本货物--电气设备--电气部件与设备,A股,深圳
603656.SH,泰禾光电,732656,2017-03-07,2017-03-09,2017-03-21,主板,21.91,22.98,77.01,77.33,70.11,"1,899.00","1,899.00",0.00,,"1,899.00",0.00,,"18,000.00",4.16,4.16,3.68,"4,855.80",11.67,0.00,0.00,"4,855.80",11.67,"3,760.00",399.00,270.00,365.00,,,,,,,,,,,,"14,545,417","12,360,604.40",0.0154,"6,509.01",上网定价,余额包销,东方花旗证券有限公司,容诚会计师事务所(特殊普通合伙),中水致远资产评估有限公司,北京市中伦律师事务所,2017-03-08,,,"27,082.0842",,4.9451,1.00,安徽省,专用设备制造业,,工业--资本货物--机械--工业机械,A股,上海
603833.SH,欧派家居,732833,2017-03-07,2017-03-16,2017-03-28,主板,50.08,22.99,47.00,46.65,44.32,"4,151.00","4,151.00",0.00,415.10,"3,735.90",60.00,"1,000.00","12,000.00",20.79,20.79,19.91,"8,750.00",4.21,0.00,0.00,"8,750.00",4.21,"7,500.00",480.00,160.00,500.00,2380,4077,"3,886,310.00","9,362.35",4074,4074,"4,052","3,862,360.00","19,342.70",0.01,"9,304.65","14,936,507","10,128,322.50",0.0369,"2,711.08","网下询价,上网定价",余额包销,国泰君安证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),北京中天衡平国际资产评估有限公司,广东信达律师事务所,2017-03-15,2017-03-16,2017-03-16,"50,722.6391",,9.4662,1.00,广东省,家具制造业,,可选消费--耐用消费品与服装--家庭耐用消费品--家庭装饰品,A股,上海
300630.SZ,普利制药,300630,2017-03-06,2017-03-14,2017-03-28,创业板,11.49,22.99,43.44,43.37,39.34,"3,052.94","3,052.94",0.00,305.29,"2,747.65",50.00,800.00,"12,000.00",3.51,3.51,3.14,"3,643.00",10.39,0.00,0.00,"3,643.00",10.39,"2,500.00",538.00,205.00,400.00,3008,4480,"3,577,400.00","11,718.02",4466,4466,"4,444","3,548,600.00","4,077.34",0.01,"11,623.68","13,656,407","10,472,626.55",0.0262,"3,811.48","网下询价,上网定价",余额包销,海通证券股份有限公司,天健会计师事务所(特殊普通合伙),北京北方亚事资产评估事务所(特殊普通合伙),北京德恒律师事务所,2017-03-13,2017-03-14,2017-03-14,"12,033.0479",,4.7920,1.00,海南省,医药制造业,,医疗保健--制药、生物科技与生命科学--制药--西药,A股,深圳
002774.SZ,快意电梯,002774,2017-03-06,2017-03-15,2017-03-24,中小企业板,6.10,22.98,47.33,47.24,49.88,"8,370.00","8,370.00",0.00,837.00,"7,533.00",50.00,"1,000.00","33,000.00",5.11,5.11,4.62,"4,897.14",9.59,0.00,0.00,"4,897.14",9.59,"3,669.76",430.00,255.00,473.00,3714,5487,"5,478,420.00","6,545.30",5478,5478,"5,451","5,442,420.00","3,319.88",0.02,"6,502.29","16,069,380","19,403,383.85",0.0388,"2,575.78","网下询价,上网定价",余额包销,东吴证券股份有限公司,大信会计师事务所(特殊普通合伙),中京民信(北京)资产评估有限公司,北京德恒律师事务所,2017-03-14,2017-03-15,2017-03-15,"11,836.0641",,13.0664,1.00,广东省,通用设备制造业,,工业--资本货物--机械--工业机械,A股,深圳
300627.SZ,华测导航,300627,2017-03-02,2017-03-10,2017-03-21,创业板,12.77,22.17,56.53,56.28,44.91,"2,980.00","2,980.00",0.00,298.00,"2,682.00",50.40,900.00,"11,500.00",3.81,3.81,3.29,"5,111.27",13.43,0.00,0.00,"5,111.27",13.43,"3,600.00",721.30,325.00,432.00,3627,5298,"4,751,940.00","15,946.11",5284,5284,"5,256","4,714,840.00","6,020.85",0.01,"15,821.61","13,372,047","10,005,725.30",0.0268,"3,730.70","网下询价,上网定价",余额包销,广发证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,国浩律师事务所,2017-03-09,2017-03-10,2017-03-10,"12,777.3112",,3.7443,1.00,上海,计算机、通信和其他电子设备制造业,,工业--资本货物--航空航天与国防Ⅲ--航天航空与国防,A股,深圳
300628.SZ,亿联网络,300628,2017-03-02,2017-03-06,2017-03-17,创业板,88.67,15.76,55.98,56.18,44.82,"1,867.00","1,867.00",0.00,,"1,867.00",0.00,,"18,500.00",16.55,16.55,15.90,"6,592.17",3.98,0.00,0.00,"6,592.17",3.98,"5,985.91",140.00,120.00,230.00,,,,,,,,,,,,"13,442,595","13,327,360.45",0.0140,"7,138.38",上网定价,余额包销,中国国际金融股份有限公司,致同会计师事务所(特殊普通合伙),厦门市大学资产评估土地房地产估价有限责任公司,北京懋德律师事务所,2017-03-03,,,"118,173.7051",,2.5654,1.00,福建省,计算机、通信和其他电子设备制造业,,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,深圳
300626.SZ,华瑞股份,300626,2017-03-01,2017-03-09,2017-03-20,创业板,7.50,22.98,35.31,35.19,29.95,"2,500.00","2,500.00",0.00,250.00,"2,250.00",50.00,800.00,"10,000.00",1.88,1.88,1.52,"3,534.80",18.85,0.00,0.00,"3,534.80",18.85,"2,310.00",470.00,274.80,440.00,2999,4482,"3,581,940.00","14,327.76",4481,4481,"4,459","3,564,040.00","2,673.03",0.01,"14,256.16","13,344,521","9,106,130.50",0.0247,"4,047.17","网下询价,上网定价",余额包销,中泰证券股份有限公司,容诚会计师事务所(特殊普通合伙),中水致远资产评估有限公司,北京市金杜律师事务所,2017-03-08,2017-03-09,2017-03-09,"6,829.5979",,2.6141,1.00,浙江省,电气机械及器材制造业,,工业--资本货物--电气设备--电气部件与设备,A股,深圳
002855.SZ,捷荣技术,002855,2017-02-28,2017-03-08,2017-03-21,中小企业板,6.54,22.99,56.03,55.98,44.65,"6,000.00","6,000.00",0.00,600.00,"5,400.00",50.00,"3,600.00","24,000.00",3.92,3.92,3.42,"5,015.00",12.78,0.00,0.00,"5,015.00",12.78,"3,480.09",740.00,167.80,559.50,3390,5116,"18,042,860.00","30,071.43",5094,5094,"5,079","17,912,460.00","11,714.75",0.00,"29,854.10","15,768,394","16,545,616.95",0.0326,"3,064.00","网下询价,上网定价",余额包销,东方花旗证券有限公司,立信会计师事务所(特殊普通合伙),国众联资产评估土地房地产估价有限公司,上海市方达律师事务所,2017-03-07,2017-03-08,2017-03-08,"10,820.8335",,8.6608,1.00,广东省,计算机、通信和其他电子设备制造业,,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳
603133.SH,碳元科技,732133,2017-02-28,2017-03-08,2017-03-20,主板,7.87,22.98,56.18,56.03,44.69,"5,200.00","5,200.00",0.00,520.00,"4,680.00",50.00,"1,000.00","20,000.00",4.09,4.09,3.50,"5,924.00",14.48,0.00,0.00,"5,924.00",14.48,"4,950.00",355.00,155.00,405.00,2996,4889,"4,884,140.00","9,392.58",4880,4880,"4,857","4,852,840.00","3,819.19",0.01,"9,332.38","14,595,915","13,070,527.00",0.0358,"2,792.85","网下询价,上网定价",余额包销,中信证券股份有限公司,公证天业会计师事务所(特殊普通合伙),江苏中企华中天资产评估有限公司,上海市锦天城律师事务所,2017-03-07,2017-03-08,2017-03-08,"10,286.5047",,9.0132,1.00,江苏省,计算机、通信和其他电子设备制造业,,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,上海
603960.SH,克来机电,732960,2017-02-28,2017-03-02,2017-03-14,主板,9.51,22.99,76.35,76.52,69.38,"2,000.00","2,000.00",0.00,,"2,000.00",0.00,,"20,000.00",1.90,1.90,1.65,"2,564.47",13.48,0.00,0.00,"2,564.47",13.48,"1,780.00",227.90,165.00,346.67,,,,,,,,,,,,"14,429,164","12,911,306.20",0.0155,"6,455.65",上网定价,余额包销,华泰联合证券有限责任公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,上海市锦天城律师事务所,2017-03-01,,,"12,278.6522",,4.9454,1.00,上海,专用设备制造业,,工业--资本货物--机械--工业机械,A股,上海
300625.SZ,三雄极光,300625,2017-02-27,2017-03-07,2017-03-17,创业板,19.30,22.99,35.09,35.06,29.84,"7,000.00","7,000.00",0.00,700.00,"6,300.00",50.00,"2,000.00","28,000.00",13.51,13.51,12.66,"8,543.90",6.32,0.00,0.00,"8,543.90",6.32,"6,911.04",760.00,462.16,385.00,3529,5173,"9,949,910.00","14,214.16",5168,5168,"5,148","9,903,260.00","19,113.29",0.01,"14,147.51","13,463,350","16,385,266.25",0.0384,"2,600.84","网下询价,上网定价",余额包销,广发证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),,北京市君合律师事务所,2017-03-06,2017-03-07,2017-03-07,"31,623.5639",,9.7686,1.00,广东省,电气机械及器材制造业,,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,A股,深圳
603179.SH,新泉股份,732179,2017-02-27,2017-03-07,2017-03-17,主板,14.01,20.26,21.60,21.58,18.04,"3,985.00","3,985.00",0.00,398.50,"3,586.50",50.00,240.00,"15,000.00",5.58,5.58,5.00,"5,863.15",10.50,0.00,0.00,"5,863.15",10.50,"4,500.00",670.00,150.00,505.00,2995,5065,"1,215,570.00","3,050.36",5057,5057,"5,023","1,205,490.00","1,688.89",0.03,"3,025.07","14,706,585","11,305,314.10",0.0317,"3,152.19","网下询价,上网定价",余额包销,中信建投证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,上海市方达律师事务所,2017-03-06,2017-03-07,2017-03-07,"15,838.7451",,8.1302,1.00,江苏省,汽车制造业,,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,上海
603517.SH,绝味食品,732517,2017-02-27,2017-03-07,2017-03-17,主板,16.09,22.99,35.56,35.56,28.30,"5,000.00","5,000.00",0.00,500.00,"4,500.00",60.00,"1,500.00","15,000.00",8.05,8.05,7.41,"6,391.00",7.94,0.00,0.00,"6,391.00",7.94,"5,200.00",300.00,300.00,591.00,2259,3802,"5,629,150.00","11,258.30",3798,3798,"3,783","5,600,650.00","9,011.45",0.01,"11,201.30","14,675,865","11,293,103.00",0.0398,"2,509.58","网下询价,上网定价",余额包销,海通证券股份有限公司,天职国际会计师事务所(特殊普通合伙),,湖南启元律师事务所,2017-03-06,2017-03-07,2017-03-07,"18,170.6027",,11.1201,1.00,湖南省,农副食品加工业,,日常消费--食品、饮料与烟草--食品--食品加工与肉类,A股,上海
002856.SZ,美芝股份,002856,2017-02-27,2017-03-08,2017-03-20,中小企业板,11.61,22.99,40.16,40.05,38.59,"2,534.00","2,534.00",0.00,253.40,"2,280.60",50.00,400.00,"10,000.00",2.94,2.94,2.67,"2,740.46",9.32,0.00,0.00,"2,740.46",9.32,"1,710.00",420.00,130.00,400.00,2880,4382,"1,751,300.00","6,911.21",4378,4378,"4,366","1,744,900.00","2,025.83",0.01,"6,885.95","15,730,511","10,155,717.45",0.0225,"4,453.09","网下询价,上网定价",余额包销,华创证券有限责任公司,容诚会计师事务所(特殊普通合伙),中水致远资产评估有限公司,广东华商律师事务所,2017-03-07,2017-03-08,2017-03-08,"11,790.7880",,4.1122,1.00,广东省,建筑装饰和其他建筑业,,工业--资本货物--建筑与工程Ⅲ--建筑与工程,A股,深圳
